Unnamed: 0,VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge
16193,2,2017-01-23 02:49:35,2017-01-23 03:04:11,2,2.84,1,N,58,256,1,20.02,0.5,0.5,3.32,0.0,0.3,24.64,0.0
16194,2,2017-01-23 02:50:12,2017-01-23 03:05:21,1,13.24,1,N,213,261,1,45.94,0.0,0.5,5.08,0.0,0.3,51.82,2.5
16195,2,2017-01-23 02:51:29,2017-01-23 03:09:18,1,2.72,1,N,119,46,2,15.46,1.0,0.5,0.0,0.0,0.3,17.26,0.0
16196,2,2017-01-23 02:54:24,2017-01-23 03:10:02,1,1.02,1,N,258,257,1,12.16,0.0,0.5,2.65,0.0,0.3,15.61,0.0
16197,1,2017-01-23 02:54:58,2017-01-23 03:12:08,1,0.74,1,N,32,221,2,14.72,0.0,0.5,0.0,0.0,0.3,15.52,2.5
16198,2,2017-01-23 02:56:37,2017-01-23 03:28:45,1,1.75,1,N,208,160,1,20.7,1.0,0.5,3.69,0.0,0.3,26.19,2.5
16199,2,2017-01-23 02:56:52,2017-01-23 03:12:47,1,3.48,1,N,38,23,1,19.39,0.5,0.5,3.88,0.0,0.3,24.57,2.5
16200,2,2017-01-23 02:59:23,2017-01-23 03:13:27,1,8.64,1,N,88,61,1,32.64,0.0,0.5,5.51,0.0,0.3,38.95,2.5
16201,2,2017-01-23 02:59:56,2017-01-23 03:46:26,1,5.65,1,N,169,179,1,41.36,0.0,0.5,10.3,0.0,0.3,52.46,2.5
16202,1,2017-01-23 03:02:09,2017-01-23 03:23:31,1,1.61,1,N,206,93,3,14.67,0.5,0.5,0.0,0.0,0.3,15.97,2.5
16203,2,2017-01-23 03:03:06,2017-01-23 03:07:24,1,1.07,1,N,135,168,1,10.17,0.0,0.5,1.47,0.0,0.3,12.44,2.5
16204,2,2017-01-23 03:05:40,2017-01-23 03:14:06,1,2.48,1,N,223,251,3,14.14,0.5,0.5,0.0,0.0,0.3,15.44,0.0
16205,1,2017-01-23 03:06:18,2017-01-23 03:12:16,1,2.67,1,N,225,7,1,11.98,0.0,0.5,1.99,0.0,0.3,14.77,2.5
16206,2,2017-01-23 03:08:21,2017-01-23 03:30:08,1,2.14,1,N,134,183,1,20.34,0.5,0.5,2.1,0.0,0.3,23.74,2.5
16207,1,2017-01-23 03:11:45,2017-01-23 03:49:25,1,4.69,1,N,118,259,2,31.85,0.5,0.5,0.0,0.0,0.3,33.15,2.5
16208,2,2017-01-23 03:12:28,2017-01-23 03:38:31,1,1.43,1,N,71,129,2,20.81,0.5,0.5,0.0,0.0,0.3,22.11,2.5
16209,1,2017-01-23 03:13:47,2017-01-23 03:27:23,1,2.52,1,N,187,88,1,17.26,0.0,0.5,4.29,0.0,0.3,22.35,2.5
16210,2,2017-01-23 03:15:56,2017-01-23 04:07:02,5,3.59,1,N,26,51,2,37.97,0.5,0.5,0.0,0.0,0.3,39.27,2.5
16211,1,2017-01-23 03:16:48,2017-01-23 03:35:17,2,0.9,1,N,142,218,1,16.04,1.0,0.5,3.06,0.0,0.3,20.9,2.5
16212,2,2017-01-23 03:17:03,2017-01-23 03:45:25,4,3.69,1,N,243,256,2,24.02,0.0,0.5,0.0,0.0,0.3,24.82,2.5
16213,1,2017-01-23 03:19:22,2017-01-23 03:39:08,1,5.97,1,N,65,178,1,30.03,0.0,0.5,6.13,0.0,0.3,36.96,2.5
16214,1,2017-01-23 03:24:18,2017-01-23 03:31:16,1,5.16,1,N,196,19,1,18.98,0.5,0.5,4.18,0.0,0.3,24.46,2.5
16215,2,2017-01-23 03:25:05,2017-01-23 03:36:27,1,2.84,1,N,175,207,1,11.94,0.5,0.5,2.5,0.0,0.3,15.74,0.0
16216,1,2017-01-23 03:26:06,2017-01-23 03:47:22,2,1.27,1,N,217,60,1,15.92,0.5,0.5,3.46,0.0,0.3,20.68,2.5
16217,2,2017-01-23 03:26:26,2017-01-23 03:45:32,1,1.51,1,N,129,54,2,15.87,0.0,0.5,0.0,0.0,0.3,16.67,2.5
16218,2,2017-01-23 03:26:58,2017-01-23 03:40:24,2,2.48,1,N,265,88,1,14.81,0.0,0.5,2.19,0.0,0.3,17.8,2.5
16219,2,2017-01-23 03:27:14,2017-01-23 03:38:26,1,3.25,1,N,183,23,1,15.08,0.0,0.5,1.84,0.0,0.3,17.72,0.0
16220,2,2017-01-23 03:29:28,2017-01-23 03:52:11,1,1.38,1,N,118,145,2,17.77,0.0,0.5,0.0,0.0,0.3,18.57,2.5
16221,1,2017-01-23 03:31:29,2017-01-23 04:01:32,2,3.75,1,N,248,226,1,27.27,0.5,0.5,6.75,0.0,0.3,35.32,2.5
16222,1,2017-01-23 03:32:19,2017-01-23 03:50:26,1,1.81,3,N,130,77,2,14.64,0.0,0.5,0.0,6.12,0.3,21.56,2.5
16223,2,2017-01-23 03:33:16,2017-01-23 04:19:13,3,2.25,1,N,250,140,1,32.95,1.0,0.5,3.85,0.0,0.3,38.6,2.5
16224,1,2017-01-23 03:36:13,2017-01-23 04:10:45,1,4.74,1,N,15,235,1,29.24,0.5,0.5,4.1,0.0,0.3,34.64,2.5
16225,2,2017-01-23 03:44:09,2017-01-23 03:55:04,5,0.46,1,N,231,87,2,9.15,0.0,0.5,0.0,0.0,0.3,9.95,2.5
16226,1,2017-01-23 03:44:54,2017-01-23 04:10:51,4,2.81,1,N,194,238,2,22.9,0.0,0.5,0.0,0.0,0.3,23.7,2.5
16227,2,2017-01-23 03:44:58,2017-01-23 05:34:58,1,2.43,4,N,191,219,2,64.35,0.5,0.5,0.0,0.0,0.3,65.65,2.5
16228,1,2017-01-23 03:44:59,2017-01-23 03:53:32,1,1.31,1,N,245,78,1,12.42,0.0,0.5,1.96,0.0,0.3,15.18,2.5
16229,2,2017-01-23 03:49:48,2017-01-23 04:12:46,1,11.81,1,N,86,76,2,42.37,1.0,0.5,0.0,0.0,0.3,44.17,2.5
16230,1,2017-01-23 03:49:56,2017-01-23 03:54:32,1,1.31,1,N,60,260,2,10.58,0.5,0.5,0.0,0.0,0.3,11.88,2.5
16231,1,2017-01-23 03:52:16,2017-01-23 04:17:29,4,5.22,1,N,58,79,1,30.13,0.0,0.5,4.85,0.0,0.3,35.78,0.0
16232,2,2017-01-23 03:55:43,2017-01-23 04:24:18,1,4.86,1,N,168,4,2,29.89,0.0,0.5,0.0,0.0,0.3,30.69,2.5
16233,1,2017-01-23 03:56:19,2017-01-23 04:10:43,1,3.85,1,N,168,195,1,20.03,0.5,0.5,3.79,0.0,0.3,25.12,2.5
16234,2,2017-01-23 04:00:41,2017-01-23 04:12:57,1,1.26,1,N,110,139,1,13.0,0.0,0.5,2.79,0.0,0.3,16.59,2.5
16235,2,2017-01-23 04:07:04,2017-01-23 04:22:04,1,5.02,2,N,150,177,1,22.51,0.5,0.5,4.31,8.0,0.3,36.12,2.5
16236,1,2017-01-23 04:08:15,2017-01-23 04:14:46,1,1.69,1,Y,189,109,1,8.53,0.0,0.5,1.94,0.0,0.3,11.27,2.5
16237,2,2017-01-23 04:11:24,2017-01-23 04:23:18,1,0.54,1,N,241,82,1,6.94,1.0,0.5,0.96,0.0,0.3,9.7,0.0
16238,2,2017-01-23 04:11:26,2017-01-23 04:25:23,2,2.7,4,N,116,112,1,15.13,1.0,0.5,3.12,0.0,0.3,20.05,2.5
16239,2,2017-01-23 04:11:58,2017-01-23 04:38:16,1,3.2,1,N,263,42,1,20.82,0.5,0.5,3.1,0.0,0.3,25.22,2.5
16240,2,2017-01-23 04:12:41,2017-01-23 04:15:43,2,5.09,6,N,257,151,1,17.73,1.0,0.5,4.17,0.0,0.3,23.7,0.0
16241,2,2017-01-23 04:18:39,2017-01-23 04:35:40,2,1.67,1,N,160,49,1,16.91,0.0,0.5,2.43,0.0,0.3,20.14,2.5
16242,1,2017-01-23 04:21:06,2017-01-23 04:29:23,1,11.43,1,N,196,238,2,36.79,0.0,0.5,0.0,0.0,0.3,37.59,2.5
16243,1,2017-01-23 04:22:16,2017-01-23 04:37:44,1,2.83,1,N,131,92,2,17.73,0.0,0.5,0.0,0.0,0.3,18.53,0.0
16244,2,2017-01-23 04:22:33,2017-01-23 05:24:19,1,5.87,1,N,3,15,1,46.25,0.5,0.5,6.44,0.0,0.3,53.99,2.5
16245,1,2017-01-23 04:24:55,2017-01-23 04:35:24,1,4.9,1,N,190,199,2,18.01,0.0,0.5,0.0,0.0,0.3,18.81,0.0
16246,1,2017-01-23 04:25:41,2017-01-23 04:31:31,5,4.17,4,N,59,40,2,19.0,0.5,0.5,0.0,0.0,0.3,20.3,0.0
16247,2,2017-01-23 04:29:15,2017-01-23 04:34:07,3,7.08,2,N,70,202,1,22.54,0.0,0.5,5.55,8.0,0.3,36.89,2.5
16248,2,2017-01-23 04:30:19,2017-01-23 04:46:47,3,2.42,1,N,256,178,1,14.92,0.5,0.5,3.66,0.0,0.3,19.88,0.0
16249,1,2017-01-23 04:32:41,2017-01-23 05:08:21,1,4.45,1,N,106,34,1,31.98,1.0,0.5,6.34,0.0,0.3,40.12,2.5
16250,1,2017-01-23 04:33:14,2017-01-23 04:37:55,3,2.73,1,N,89,263,1,12.6,0.0,0.5,2.59,0.0,0.3,15.99,2.5
16251,1,2017-01-23 04:38:01,2017-01-23 05:02:45,1,2.72,1,N,264,11,1,19.86,1.0,0.5,4.49,0.0,0.3,26.15,2.5
16252,1,2017-01-23 04:40:58,2017-01-23 04:50:19,2,1.78,1,N,53,40,1,12.27,0.0,0.5,2.26,0.0,0.3,15.33,2.5
16253,1,2017-01-23 04:43:27,2017-01-23 04:58:10,1,2.75,1,N,109,153,1,17.48,0.5,0.5,2.49,0.0,0.3,21.27,2.5
16254,1,2017-01-23 04:44:46,2017-01-23 05:23:13,1,8.05,1,N,130,172,1,40.75,0.5,0.5,9.37,0.0,0.3,51.42,2.5
16255,2,2017-01-23 04:47:22,2017-01-23 04:59:26,2,4.8,1,N,171,214,1,21.37,0.5,0.5,2.25,0.0,0.3,24.92,2.5
16256,2,2017-01-23 04:47:38,2017-01-23 05:08:37,1,4.0,1,N,74,203,2,19.85,0.0,0.5,0.0,0.0,0.3,20.65,2.5
16257,1,2017-01-23 04:47:48,2017-01-23 04:57:33,1,1.84,1,N,147,101,1,11.39,0.0,0.5,2.03,0.0,0.3,14.22,0.0
16258,1,2017-01-23 04:49:34,2017-01-23 05:01:52,2,1.82,1,N,87,209,2,13.4,0.0,0.5,0.0,0.0,0.3,14.2,2.5
16259,2,2017-01-23 04:52:36,2017-01-23 05:06:49,1,1.65,1,N,18,221,2,13.32,1.0,0.5,0.0,0.0,0.3,15.12,2.5
16260,1,2017-01-23 04:53:09,2017-01-23 05:05:48,3,7.68,1,N,205,212,1,27.35,1.0,0.5,5.89,0.0,0.3,35.04,2.5
16261,2,2017-01-23 04:54:37,2017-01-23 04:58:06,1,5.53,1,N,81,216,1,17.08,0.5,0.5,2.63,0.0,0.3,21.01,2.5
16262,2,2017-01-23 04:55:06,2017-01-23 05:11:15,1,0.92,1,N,74,139,1,16.27,0.0,0.5,3.97,0.0,0.3,21.04,2.5
16263,2,2017-01-23 04:56:28,2017-01-23 05:19:10,1,5.98,1,N,200,35,1,29.75,0.0,0.5,6.24,0.0,0.3,36.79,2.5
16264,1,2017-01-23 04:57:52,2017-01-23 05:14:24,1,7.2,1,N,168,70,2,24.49,0.5,0.5,0.0,0.0,0.3,25.79,2.5
16265,2,2017-01-23 05:00:04,2017-01-23 05:27:47,1,3.45,1,N,27,108,2,25.44,0.5,0.5,0.0,0.0,0.3,26.74,2.5
16266,2,2017-01-23 05:00:55,2017-01-23 05:19:28,1,9.64,1,N,209,148,1,36.39,0.0,0.5,7.54,0.0,0.3,44.73,0.0
16267,2,2017-01-23 05:01:18,2017-01-23 05:06:58,1,1.32,1,N,54,180,2,8.09,1.0,0.5,0.0,0.0,0.3,9.89,2.5
16268,2,2017-01-23 05:04:52,2017-01-23 05:16:07,1,3.43,1,N,81,263,1,17.92,0.5,0.5,1.99,0.0,0.3,21.21,0.0
16269,1,2017-01-23 05:07:05,2017-01-23 05:14:40,1,8.24,1,N,125,27,1,27.48,1.0,0.5,2.98,0.0,0.3,32.26,2.5
16270,1,2017-01-23 05:08:41,2017-01-23 05:11:05,1,4.75,1,N,62,9,2,15.93,0.5,0.5,0.0,0.0,0.3,17.23,2.5
16271,2,2017-01-23 05:10:50,2017-01-23 05:41:40,1,11.95,1,N,27,111,1,49.11,0.0,0.5,5.88,0.0,0.3,55.79,2.5
16272,2,2017-01-23 05:12:52,2017-01-23 07:05:18,1,1.79,1,N,153,231,2,65.33,0.0,0.5,0.0,0.0,0.3,66.13,2.5
16273,2,2017-01-23 05:14:10,2017-01-23 05:23:31,1,1.42,1,N,69,117,1,12.1,0.5,0.5,2.01,0.0,0.3,15.41,2.5
16274,2,2017-01-23 05:14:14,2017-01-23 05:31:27,1,1.78,1,N,166,46,2,16.76,0.5,0.5,0.0,0.0,0.3,18.06,0.0
16275,1,2017-01-23 05:22:45,2017-01-23 05:30:38,2,2.36,2,N,10,166,1,15.65,1.0,0.5,3.28,5.76,0.3,26.49,2.5
16276,1,2017-01-23 05:23:49,2017-01-23 05:41:20,1,15.09,1,N,215,107,1,50.68,0.0,0.5,8.61,0.0,0.3,60.09,2.5
16277,2,2017-01-23 05:24:19,2017-01-23 05:59:38,4,1.79,1,N,112,238,1,24.55,0.0,0.5,3.74,0.0,0.3,29.09,2.5
16278,1,2017-01-23 05:24:35,2017-01-23 05:45:54,2,2.4,1,N,57,78,1,16.87,0.5,0.5,3.3,0.0,0.3,21.47,2.5
16279,2,2017-01-23 05:25:12,2017-01-23 05:55:33,6,1.2,1,N,98,51,1,19.58,0.0,0.5,4.66,0.0,0.3,25.04,2.5
16280,1,2017-01-23 05:25:15,2017-01-23 06:07:35,1,1.83,1,N,261,251,2,28.99,1.0,0.5,0.0,0.0,0.3,30.79,2.5
16281,2,2017-01-23 05:26:50,2017-01-23 06:17:13,1,3.26,1,N,202,135,3,35.32,0.0,0.5,0.0,0.0,0.3,36.12,2.5
16282,2,2017-01-23 05:27:04,2017-01-23 05:45:47,2,0.55,1,N,146,37,1,12.36,0.0,0.5,2.59,0.0,0.3,15.75,2.5
16283,2,2017-01-23 05:31:24,2017-01-23 05:39:39,1,2.5,1,N,155,69,2,14.17,0.5,0.5,0.0,0.0,0.3,15.47,2.5
16284,1,2017-01-23 05:33:24,2017-01-23 05:42:57,1,1.48,1,N,19,174,1,11.86,0.5,0.5,2.61,0.0,0.3,15.77,2.5
16285,2,2017-01-23 05:37:10,2017-01-23 05:50:40,1,3.43,1,N,233,38,2,16.42,0.0,0.5,0.0,0.0,0.3,17.22,0.0
16286,2,2017-01-23 05:38:32,2017-01-23 05:50:55,1,6.82,2,N,160,234,2,24.0,0.0,0.5,0.0,8.0,0.3,32.8,0.0
16287,2,2017-01-23 05:38:52,2017-01-23 05:44:29,1,2.09,1,N,70,249,2,8.58,0.0,0.5,0.0,0.0,0.3,9.38,2.5
16288,1,2017-01-23 05:41:23,2017-01-23 05:56:11,2,3.22,1,N,81,53,1,17.64,0.5,0.5,2.81,0.0,0.3,21.75,2.5
16289,1,2017-01-23 05:43:14,2017-01-23 05:59:40,1,2.0,1,N,49,79,1,16.07,0.5,0.5,3.72,0.0,0.3,21.09,2.5
16290,1,2017-01-23 05:43:38,2017-01-23 05:51:37,1,5.97,1,N,214,116,1,23.15,0.5,0.5,2.55,0.0,0.3,27.0,0.0
16291,1,2017-01-23 05:44:57,2017-01-23 05:59:21,1,2.4,1,N,4,197,1,15.58,0.0,0.5,1.74,0.0,0.3,18.12,2.5
16292,2,2017-01-23 05:48:04,2017-01-23 05:54:40,1,6.35,1,N,88,86,2,21.79,0.0,0.5,0.0,0.0,0.3,22.59,0.0
16293,2,2017-01-23 05:53:09,2017-01-23 06:10:57,1,3.42,1,N,81,163,1,20.42,0.5,0.5,2.46,0.0,0.3,24.18,2.5
16294,1,2017-01-23 05:53:20,2017-01-23 06:01:45,1,9.5,1,N,96,239,1,29.09,0.0,0.5,4.67,0.0,0.3,34.56,0.0
16295,1,2017-01-23 05:54:05,2017-01-23 06:12:54,1,4.24,1,N,220,146,1,22.53,0.0,0.5,4.13,0.0,0.3,27.46,2.5
16296,1,2017-01-23 05:57:45,2017-01-23 06:20:39,2,3.08,1,N,12,115,2,19.71,0.5,0.5,0.0,0.0,0.3,21.01,2.5
16297,2,2017-01-23 05:58:27,2017-01-23 06:24:45,1,5.9,1,N,6,32,2,30.72,0.0,0.5,0.0,0.0,0.3,31.52,0.0
16298,2,2017-01-23 06:04:40,2017-01-23 06:56:29,1,10.55,1,N,236,205,1,57.11,0.5,0.5,10.48,0.0,0.3,68.89,0.0
16299,2,2017-01-23 06:05:02,2017-01-23 06:25:51,1,9.49,1,N,176,150,1,40.02,0.5,0.5,5.88,0.0,0.3,47.2,2.5
16300,1,2017-01-23 06:07:23,2017-01-23 06:21:57,1,16.91,3,N,176,258,1,52.46,0.0,0.5,6.74,5.76,0.3,65.76,2.5
16301,2,2017-01-23 06:07:36,2017-01-23 06:36:18,1,2.7,1,N,265,237,2,25.1,1.0,0.5,0.0,0.0,0.3,26.9,2.5
16302,1,2017-01-23 06:12:07,2017-01-23 06:17:04,4,3.58,6,N,132,65,1,12.1,0.0,0.5,2.4,0.0,0.3,15.3,2.5
16303,1,2017-01-23 06:14:11,2017-01-23 06:25:18,1,2.31,1,N,250,133,1,13.29,0.0,0.5,2.97,0.0,0.3,17.06,2.5
16304,2,2017-01-23 06:14:17,2017-01-23 06:24:59,1,1.48,1,N,201,194,1,13.2,0.5,0.5,2.64,0.0,0.3,17.14,0.0
16305,2,2017-01-23 06:14:29,2017-01-23 06:23:10,1,4.51,1,N,33,242,1,20.12,0.0,0.5,3.39,0.0,0.3,24.31,2.5
16306,1,2017-01-23 06:14:57,2017-01-23 06:27:52,2,0.46,1,N,177,61,1,11.53,1.0,0.5,1.71,0.0,0.3,15.04,0.0
16307,1,2017-01-23 06:15:21,2017-01-23 07:20:12,1,3.9,4,N,222,175,1,47.53,0.5,0.5,5.38,0.0,0.3,54.21,2.5
16308,1,2017-01-23 06:16:11,2017-01-23 06:29:00,1,8.15,1,N,142,97,1,31.33,0.5,0.5,6.19,0.0,0.3,38.82,0.0
16309,1,2017-01-23 06:21:19,2017-01-23 06:42:46,1,5.39,1,N,260,31,1,26.53,0.5,0.5,5.17,0.0,0.3,33.0,2.5
16310,2,2017-01-23 06:22:18,2017-01-23 06:30:42,1,5.15,1,N,109,195,2,21.26,0.0,0.5,0.0,0.0,0.3,22.06,2.5
16311,2,2017-01-23 06:23:02,2017-01-23 06:31:51,5,0.73,1,N,16,101,1,7.55,0.5,0.5,1.6,0.0,0.3,10.45,2.5
16312,1,2017-01-23 06:24:33,2017-01-23 06:32:24,1,10.08,1,N,154,166,2,32.23,0.0,0.5,0.0,0.0,0.3,33.03,2.5
16313,1,2017-01-23 06:25:09,2017-01-23 06:34:04,2,2.18,1,N,36,99,1,12.13,0.0,0.5,1.48,0.0,0.3,14.41,2.5
16314,1,2017-01-23 06:26:10,2017-01-23 07:08:59,1,4.41,1,N,214,66,1,36.43,0.5,0.5,8.09,0.0,0.3,45.82,2.5
16315,2,2017-01-23 06:27:25,2017-01-23 06:38:49,1,2.09,1,N,252,251,1,13.83,0.0,0.5,1.96,0.0,0.3,16.59,0.0
16316,1,2017-01-23 06:27:46,2017-01-23 06:36:33,1,2.54,1,N,251,44,1,12.8,0.0,0.5,1.55,0.0,0.3,15.15,0.0
16317,2,2017-01-23 06:32:25,2017-01-23 06:53:06,1,5.27,1,N,95,126,1,25.79,0.5,0.5,6.04,0.0,0.3,33.13,2.5
16318,1,2017-01-23 06:34:30,2017-01-23 06:50:38,1,7.3,1,N,200,47,2,29.65,0.5,0.5,0.0,0.0,0.3,30.95,2.5
16319,2,2017-01-23 06:35:59,2017-01-23 07:25:20,4,2.43,1,N,248,157,1,32.26,1.0,0.5,7.16,0.0,0.3,41.22,2.5
16320,2,2017-01-23 06:36:18,2017-01-23 06:55:35,1,3.3,1,N,57,146,1,19.34,0.5,0.5,3.72,0.0,0.3,24.36,2.5
16321,2,2017-01-23 06:36:20,2017-01-23 07:16:43,1,1.24,1,N,50,107,1,26.67,1.0,0.5,5.39,0.0,0.3,33.86,2.5
16322,2,2017-01-23 06:37:33,2017-01-23 06:44:11,1,6.44,1,N,158,118,1,23.12,0.0,0.5,2.82,0.0,0.3,26.74,2.5
16323,2,2017-01-23 06:38:17,2017-01-23 06:52:14,6,0.59,1,N,175,231,1,10.74,0.0,0.5,1.23,0.0,0.3,12.77,0.0
16324,2,2017-01-23 06:40:36,2017-01-23 07:05:34,1,1.0,1,N,238,258,2,20.45,1.0,0.5,0.0,0.0,0.3,22.25,2.5
16325,1,2017-01-23 06:41:49,2017-01-23 06:51:09,1,0.5,1,N,234,190,1,10.21,0.0,0.5,1.29,0.0,0.3,12.3,2.5
16326,1,2017-01-23 06:42:09,2017-01-23 06:58:08,1,2.3,1,N,14,102,2,16.79,0.5,0.5,0.0,0.0,0.3,18.09,0.0
16327,1,2017-01-23 06:45:20,2017-01-23 06:51:53,1,2.64,1,N,182,32,1,11.49,0.0,0.5,1.58,0.0,0.3,13.87,2.5
16328,2,2017-01-23 06:45:22,2017-01-23 06:59:48,1,3.84,1,N,66,221,2,19.93,0.0,0.5,0.0,0.0,0.3,20.73,2.5
16329,2,2017-01-23 06:46:11,2017-01-23 06:51:34,3,6.46,1,N,129,75,1,22.17,1.0,0.5,4.13,0.0,0.3,28.1,0.0
16330,1,2017-01-23 06:48:39,2017-01-23 06:57:22,1,2.25,1,N,217,222,1,12.16,0.0,0.5,1.8,0.0,0.3,14.76,2.5
16331,2,2017-01-23 06:50:35,2017-01-23 06:56:43,3,4.13,1,N,156,264,1,16.19,0.5,0.5,3.09,0.0,0.3,20.58,2.5
16332,2,2017-01-23 06:51:03,2017-01-23 07:03:53,1,0.98,1,N,241,108,2,11.38,1.0,0.5,0.0,0.0,0.3,13.18,2.5
16333,2,2017-01-23 06:52:13,2017-01-23 07:13:51,1,4.51,1,N,104,26,1,27.68,1.0,0.5,6.31,0.0,0.3,35.79,2.5
16334,2,2017-01-23 06:57:48,2017-01-23 07:03:31,1,2.18,1,N,165,13,2,10.57,1.0,0.5,0.0,0.0,0.3,12.37,2.5
16335,2,2017-01-23 06:58:59,2017-01-23 07:19:53,1,2.25,1,N,175,49,2,17.51,0.5,0.5,0.0,0.0,0.3,18.81,2.5
16336,1,2017-01-23 07:06:16,2017-01-23 07:16:04,3,2.81,1,N,82,205,2,13.62,0.5,0.5,0.0,0.0,0.3,14.92,0.0
16337,1,2017-01-23 07:07:37,2017-01-23 07:10:59,1,1.66,1,N,65,207,1,7.04,0.0,0.5,1.17,0.0,0.3,9.01,2.5
16338,2,2017-01-23 07:09:36,2017-01-23 07:35:02,1,2.51,1,N,177,230,1,18.98,0.5,0.5,3.4,0.0,0.3,23.68,0.0
16339,1,2017-01-23 07:11:36,2017-01-23 07:31:11,1,7.61,5,N,34,121,2,31.34,0.0,0.5,0.0,0.0,0.3,32.14,2.5
16340,1,2017-01-23 07:12:02,2017-01-23 07:23:30,1,6.99,1,N,15,187,1,25.96,0.0,0.5,2.69,0.0,0.3,29.45,2.5
16341,2,2017-01-23 07:13:42,2017-01-23 07:41:04,5,3.37,1,N,32,203,1,23.91,0.5,0.5,5.55,0.0,0.3,30.76,0.0
16342,2,2017-01-23 07:14:01,2017-01-23 08:18:52,1,2.39,1,N,121,3,2,40.33,1.0,0.5,0.0,0.0,0.3,42.13,2.5
16343,2,2017-01-23 07:15:34,2017-01-23 07:31:45,1,1.7,1,N,89,51,1,17.73,0.5,0.5,1.84,0.0,0.3,20.87,2.5
16344,1,2017-01-23 07:17:16,2017-01-23 07:51:26,1,1.38,1,N,110,59,2,24.17,0.5,0.5,0.0,0.0,0.3,25.47,2.5
16345,2,2017-01-23 07:18:04,2017-01-23 07:22:50,4,6.99,1,N,85,104,1,22.68,0.0,0.5,3.19,0.0,0.3,26.67,2.5
16346,1,2017-01-23 07:23:12,2017-01-23 07:43:02,1,2.89,1,N,21,81,3,17.7,1.0,0.5,0.0,0.0,0.3,19.5,2.5
16347,1,2017-01-23 07:24:13,2017-01-23 07:45:01,1,0.7,1,N,27,248,2,15.29,0.0,0.5,0.0,0.0,0.3,16.09,2.5
16348,2,2017-01-23 07:24:50,2017-01-23 07:45:22,1,1.08,1,N,206,18,1,15.76,0.0,0.5,2.54,0.0,0.3,19.1,2.5
16349,1,2017-01-23 07:25:59,2017-01-23 07:31:34,2,1.35,1,N,13,136,2,10.36,0.0,0.5,0.0,0.0,0.3,11.16,0.0
16350,1,2017-01-23 07:27:49,2017-01-23 07:38:00,1,0.32,1,N,59,264,1,8.14,1.0,0.5,1.82,0.0,0.3,11.76,2.5
16351,2,2017-01-23 07:28:01,2017-01-23 07:46:42,5,1.67,1,N,179,71,1,17.26,0.0,0.5,2.59,0.0,0.3,20.65,2.5
16352,1,2017-01-23 07:29:01,2017-01-23 07:43:16,1,0.53,1,N,215,22,1,9.86,0.5,0.5,1.17,0.0,0.3,12.33,2.5
16353,2,2017-01-23 07:29:51,2017-01-23 07:41:35,1,3.54,1,N,256,67,1,18.85,0.0,0.5,3.76,0.0,0.3,23.41,0.0
16354,2,2017-01-23 07:33:32,2017-01-23 07:57:15,2,2.88,1,N,234,232,1,19.92,0.0,0.5,4.62,0.0,0.3,25.34,2.5
16355,2,2017-01-23 07:33:42,2017-01-23 07:42:56,1,6.08,1,N,30,144,1,24.44,1.0,0.5,5.03,0.0,0.3,31.27,2.5
16356,1,2017-01-23 07:35:21,2017-01-23 07:46:42,2,3.81,1,N,93,255,2,17.2,0.0,0.5,0.0,0.0,0.3,18.0,2.5
16357,2,2017-01-23 07:40:12,2017-01-23 08:02:34,2,20.75,1,N,80,251,2,68.01,0.0,0.5,0.0,0.0,0.3,68.81,2.5
16358,1,2017-01-23 07:42:17,2017-01-23 08:15:26,3,2.23,1,N,93,55,1,27.96,0.5,0.5,6.66,0.0,0.3,35.92,2.5
16359,2,2017-01-23 07:43:18,2017-01-23 08:01:45,1,1.87,1,N,127,110,2,15.55,0.5,0.5,0.0,0.0,0.3,16.85,0.0
16360,1,2017-01-23 07:48:15,2017-01-23 08:34:31,1,6.53,1,N,67,75,2,41.04,0.5,0.5,0.0,0.0,0.3,42.34,2.5
16361,1,2017-01-23 07:49:16,2017-01-23 08:34:24,1,3.51,1,N,110,235,2,32.32,0.0,0.5,0.0,0.0,0.3,33.12,2.5
16362,2,2017-01-23 07:49:58,2017-01-23 08:41:56,1,2.97,1,N,164,121,1,35.78,0.0,0.5,7.33,0.0,0.3,43.91,2.5
16363,1,2017-01-23 07:54:51,2017-01-23 08:02:14,2,6.13,1,N,105,3,2,22.58,0.5,0.5,0.0,0.0,0.3,23.88,2.5
16364,1,2017-01-23 07:57:07,2017-01-23 08:11:10,1,6.48,4,N,45,89,2,23.85,0.0,0.5,0.0,0.0,0.3,24.65,2.5
16365,1,2017-01-23 07:57:28,2017-01-23 08:13:57,1,0.74,1,N,230,247,2,10.63,0.0,0.5,0.0,0.0,0.3,11.43,2.5
16366,2,2017-01-23 07:59:05,2017-01-23 08:06:29,5,2.6,1,N,263,60,2,12.51,0.0,0.5,0.0,0.0,0.3,13.31,2.5
16367,1,2017-01-23 07:59:08,2017-01-23 08:12:11,1,4.05,1,N,263,125,2,18.35,0.5,0.5,0.0,0.0,0.3,19.65,0.0
